"Id","SalePrice"
1762,172221.797143036
1763,173078.060028329
1764,116096.605044726
1765,162526.196247969
1766,182809.133676742
1767,222221.825460495
1768,143698.53255463
1769,167364.607321795
1770,153490.786472793
1771,130092.610751979
1772,136194.819334984
1773,124690.31482168
1774,144026.816429569
1775,139816.796956746
1776,119597.559072438
1777,108348.400059555
1778,143082.312709692
1779,116762.485183371
1780,172777.769186016
1781,126491.308663094
1782,90682.8420633046
1783,144946.415703408
1784,112314.253782635
1785,121294.337800984
1786,133806.547386699
1787,167284.72459225
1788,61759.3465599157
1789,102754.810144906
1790,77237.0586655128
1791,191349.299639224
1792,157528.937297961
1793,130995.012841371
1794,156491.017628994
1795,135627.248855453
1796,122492.446735257
1797,113108.777083873
1798,123459.486916814
1799,110949.995888481
1800,133260.500611073
1801,131781.11582276
1802,130486.105829684
1803,148768.690970838
1804,143842.581344832
1805,137596.028888927
1806,124234.650689964
1807,130058.440734974
1808,119297.102232123
1809,120795.924980642
1810,139590.123743239
1811,90180.8757267467
1812,90961.6922097763
1813,121536.574741087
1814,89382.7842065711
1815,54687.6694587577
1816,103412.097174938
1817,108964.909166548
1818,141481.967439576
1819,132027.44104755
1820,65855.8168646911
1821,101257.479386954
1822,148786.891081404
1823,47031.6910024107
1824,126290.607332036
1825,134858.705193941
1826,105366.002344059
1827,102323.76224441
1828,134150.125524983
1829,115706.72296183
1830,142358.468023553
1831,150921.268508446
1832,79538.2030455017
1833,136643.838578876
1834,124445.079964684
1835,124531.916256451
1836,126517.278019657
1837,86603.5348550806
1838,129459.109723065
1839,98215.9142405325
1840,149030.660495587
1841,146313.686945157
1842,89248.3377445832
1843,129787.748219711
1844,138158.031135566
1845,140032.483027604
1846,155177.485355227
1847,168785.943395453
1848,53408.0526137529
1849,103181.319499696
1850,116046.353157548
1851,147626.373786727
1852,126689.687845993
1853,132052.308217114
1854,161707.558472749
1855,135594.707152299
1856,220845.92525168
1857,131731.836268788
1858,132755.308573125
1859,116479.599446698
1860,144078.455953496
1861,115386.09280925
1862,310751.193572524
1863,295158.715672761
1864,295168.661416879
1865,318154.364565371
1866,324429.824228652
1867,225004.632024733
1868,300288.232319684
1869,203454.683450201
1870,228751.134920001
1871,241815.481497227
1872,175375.103322205
1873,245955.309655456
1874,145146.1072634
1875,201842.910547173
1876,194637.098024063
1877,211729.724467783
1878,193118.359362783
1879,129991.939748865
1880,134387.094550745
1881,245343.021163698
1882,252516.696182489
1883,189161.284132042
1884,202387.028132987
1885,234516.494771829
1886,292051.13632428
1887,209477.715794472
1888,274957.267197345
1889,165508.464425599
1890,122316.434565235
1891,131081.198620028
1892,97397.8650479733
1893,125612.221082647
1894,124367.154720987
1895,135193.255722054
1896,123933.721403878
1897,111851.900766681
1898,112749.121823115
1899,159014.093916988
1900,153317.536453216
1901,169041.061116182
1902,149133.054560925
1903,219375.611906676
1904,138411.957725438
1905,199858.946278747
1906,142890.8121999
1907,204568.853188986
1908,108479.868500468
1909,135568.18004288
1910,120351.926123641
1911,220635.971066089
1912,342361.171240486
1913,138827.211673651
1914,67202.6072990322
1915,316785.201951506
1916,58765.4985410207
1917,252252.148316718
1918,142749.145219437
1919,176231.994815946
1920,158825.114033155
1921,413622.873988861
1922,317574.458046621
1923,232539.111775056
1924,237252.259144586
1925,203332.482606272
1926,383561.672022409
1927,133536.23366282
1928,151145.253511589
1929,129685.103491104
1930,127659.070808872
1931,144218.399527769
1932,136362.483279906
1933,177126.667626565
1934,178592.452738049
1935,167407.8776035
1936,188601.46381555
1937,179764.695215755
1938,167042.892767558
1939,249945.160345859
1940,188953.105396478
1941,166414.387197684
1942,180602.039680316
1943,210252.893964825
1944,346275.307967643
1945,381735.352097275
1946,135310.430629512
1947,308715.776076679
1948,158605.998816183
1949,240388.107539999
1950,188486.963740049
1951,250625.415742255
1952,217253.309430511
1953,167790.883367975
1954,192945.334950219
1955,134187.822738854
1956,316916.339795971
1957,156045.654921872
1958,308256.526783394
1959,142555.473729751
1960,114573.37348471
1961,120728.767194321
1962,96673.7211210241
1963,103809.574510575
1964,105994.583238997
1965,143779.803743855
1966,141493.200250553
1967,300048.799224172
1968,449729.603462075
1969,395500.107188887
1970,459061.029933471
1971,492726.116757568
1972,390981.382841083
1973,264220.205023799
1974,327125.212544542
1975,549196.243853585
1976,268960.44596908
1977,366423.571493639
1978,355836.185369908
1979,321837.0667063
1980,199124.130833896
1981,346549.775547676
1982,222329.175307777
1983,202246.047419468
1984,167708.03464712
1985,225193.299473045
1986,214545.500571579
1987,183825.29236637
1988,177344.189250042
1989,192746.233224759
1990,212061.126309083
1991,233357.83009789
1992,214632.775554975
1993,170326.325362275
1994,227424.590034364
1995,185465.502353732
1996,248402.191365638
1997,299124.730892488
1998,338852.866528826
1999,262405.368243967
2000,311808.739944765
2001,252962.065759205
2002,240663.617634494
2003,262520.494589361
2004,290004.692452538
2005,218716.170853275
2006,217855.23315296
2007,250867.213665258
2008,219217.37857557
2009,187348.717933127
2010,192148.521473222
2011,137709.401905266
2012,177401.175852338
2013,178003.905408129
2014,183899.668267478
2015,207775.385013189
2016,192107.787225351
2017,192795.032770557
2018,115026.448304154
2019,136241.728629191
2020,107984.673883981
2021,108911.728094927
2022,184516.29611278
2023,140046.985887492
2024,264076.290304651
2025,367307.859642586
2026,174042.327360856
2027,157019.688404938
2028,152987.809503885
2029,164081.660082515
2030,276312.710899382
2031,238164.803199965
2032,254371.594850526
2033,260221.688328099
2034,167253.50908269
2035,218422.131145801
2036,194852.673590189
2037,201046.861157462
2038,297612.496308173
2039,217931.317766168
2040,291285.400090439
2041,299507.259652747
2042,207401.765108798
2043,182345.421209179
2044,157696.113899056
2045,209047.525889681
2046,142897.210858118
2047,138518.65260465
2048,135172.794604944
2049,141285.704731398
2050,177219.580029015
2051,107623.527941174
2052,125473.570847999
2053,147145.480794449
2054,91835.0041696809
2055,157517.633571311
2056,143592.612198757
2057,111793.103357927
2058,216861.735034281
2059,132906.773047237
2060,172453.527761507
2061,170032.129907143
2062,129752.699726429
2063,117653.534676862
2064,139327.789723978
2065,118260.653507168
2066,164255.468133319
2067,107982.300177916
2068,144400.756803161
2069,87755.37887362
2070,115906.91088793
2071,97641.6185167403
2072,138335.413580757
2073,132125.903794703
2074,180122.300489471
2075,145595.430763809
2076,111867.983747486
2077,157820.018661991
2078,129005.43047498
2079,132239.39168467
2080,119934.455624391
2081,126004.555121146
2082,129693.944899108
2083,143662.446298622
2084,114112.275909347
2085,118330.037480505
2086,110042.849437774
2087,121133.426147885
2088,95065.5503986195
2089,76890.8378573885
2090,129311.691984709
2091,112410.501645361
2092,121017.408601102
2093,110059.384775026
2094,112325.705688741
2095,141502.191524576
2096,83987.778338417
2097,93137.1068908707
2098,142138.988878738
2099,60022.6051411142
2100,82164.4027546781
2101,110973.067129647
2102,124629.560020904
2103,103986.588169959
2104,141024.631414073
2105,126603.758895042
2106,60443.0001330876
2107,207689.788647336
2108,114095.961491338
2109,111221.54922273
2110,124657.84637128
2111,133758.699726335
2112,137770.138507827
2113,119353.388733036
2114,113623.629810918
2115,156559.633593522
2116,114746.50374684
2117,148545.202811091
2118,118132.97940788
2119,108155.286576138
2120,112101.161592189
2121,87977.6169209842
2122,114656.806806614
2123,81934.7327571988
2124,163620.267683701
2125,129312.79902131
2126,153562.264277752
2127,151211.893347061
2128,123663.220226948
2129,88624.2940022607
2130,131388.608270477
2131,138166.786025872
2132,119193.401270874
2133,118830.872860275
2134,120195.305138785
2135,86187.0686381606
2136,74435.18745466
2137,111400.867675492
2138,133593.486482433
2139,153122.792882634
2140,144588.528070126
2141,151702.36602422
2142,126418.320241371
2143,142243.099969647
2144,115869.106703756
2145,141662.820969529
2146,167051.302087015
2147,132682.397259386
2148,136826.096655379
2149,149056.23114822
2150,231519.165496084
2151,117454.991325205
2152,169127.218980748
2153,165251.098886496
2154,105175.115752285
2155,142076.920210885
2156,263844.625042261
2157,233808.55985935
2158,238072.975161776
2159,214191.003042237
2160,176318.594484043
2161,239669.915110114
2162,422256.350012718
2163,351035.506837195
2164,251082.086404322
2165,196028.651542565
2166,152225.614837925
2167,219120.423886262
2168,194478.252385818
2169,197038.253232786
2170,217292.454405631
2171,151709.692097946
2172,128737.062695057
2173,157977.918147455
2174,230926.170218074
2175,304353.352196448
2176,317918.346447611
2177,242983.870094015
2178,212889.982875046
2179,141107.724602387
2180,228668.391388576
2181,189215.368666877
2182,219749.772000715
2183,186301.755504548
2184,117178.697433023
2185,112970.08848991
2186,141486.007834713
2187,152753.685366261
2188,152737.060645111
2189,280188.19717745
2190,80224.3991073606
2191,81838.4648954687
2192,93094.0130416079
2193,102826.496575014
2194,106985.160168384
2195,111239.996212115
2196,102615.4628298
2197,112750.903405447
2198,153812.162282683
2199,173665.054587045
2200,148840.602579946
2201,145374.328954062
2202,214056.446979143
2203,135974.649498401
2204,177998.550620813
2205,116643.683276289
2206,137025.794723997
2207,211269.593055247
2208,263637.754453389
2209,231726.678540686
2210,118595.177292723
2211,109917.698391857
2212,113613.649288813
2213,104355.446861263
2214,124375.390552363
2215,101764.102097775
2216,144000.771035647
2217,62150.0177638666
2218,78313.8987201519
2219,75754.5794337342
2220,76887.9786174982
2221,321008.980759778
2222,278211.894299738
2223,297768.200790342
2224,211332.477007293
2225,119433.841581894
2226,192561.101535499
2227,207261.827595514
2228,264976.143631897
2229,258888.28589437
2230,151299.496031959
2231,214319.549995209
2232,179131.604606293
2233,178138.348713882
2234,238233.650911474
2235,227933.473488189
2236,272460.121155739
2237,341117.556058076
2238,196155.561318903
2239,108716.860960909
2240,155872.933075177
2241,154875.625503524
2242,123777.697620783
2243,127019.709661267
2244,107551.715335211
2245,103640.231147114
2246,140795.652383845
2247,111616.141201204
2248,128031.493766178
2249,125553.851800175
2250,128473.322209948
2251,92734.7075532726
2252,174832.532594387
2253,150559.725453677
2254,172813.859278314
2255,186214.241235573
2256,177250.095333393
2257,211185.322357202
2258,164843.960413972
2259,177623.290186023
2260,140812.602317169
2261,193478.737756597
2262,210902.185733073
2263,378495.635854432
2264,545969.613430869
2265,167345.401095883
2266,305259.715437117
2267,388334.123259466
2268,433791.922056318
2269,147159.6076033
2270,194280.199200204
2271,220931.358920893
2272,190434.451327563
2273,162620.61188127
2274,183296.721265894
2275,166762.460629573
2276,190244.058937276
2277,180768.442944589
2278,145883.652785546
2279,121800.088184377
2280,111761.910497575
2281,164970.743300163
2282,182641.825135424
2283,105590.817300345
2284,109608.955662114
2285,145523.169897024
2286,125374.390246143
2287,367379.934283719
2288,279261.551373397
2289,394897.887507213
2290,483777.611220627
2291,319910.783244426
2292,439747.567387488
2293,528885.754982564
2294,410120.355784005
2295,505814.488648818
2296,292576.0877222
2297,326634.067602571
2298,337423.4162007
2299,379844.181556415
2300,345949.29743144
2301,292464.160020527
2302,248838.698844491
2303,240868.362919904
2304,251006.645129342
2305,191604.509576545
2306,187787.152838491
2307,201196.016787628
2308,221532.834179751
2309,283323.602490997
2310,209905.615270518
2311,204206.26064631
2312,169941.10524808
2313,172996.741667622
2314,170309.248875728
2315,179009.943686604
2316,187474.256373628
2317,184842.734341193
2318,184885.11660547
2319,186920.143329872
2320,190775.816241352
2321,245748.369835272
2322,185675.718347732
2323,187757.169226308
2324,165903.338376917
2325,212142.524455004
2326,167127.880722752
2327,205459.543779605
2328,223610.481378997
2329,186751.421281922
2330,181267.536642907
2331,364174.463719789
2332,412091.219123482
2333,324132.224594563
2334,254384.02607896
2335,266809.98814218
2336,319004.150813577
2337,202013.961419962
2338,271741.710907586
2339,211470.082316427
2340,407922.394174614
2341,226443.487924792
2342,237587.816610274
2343,230664.022422448
2344,214818.812574474
2345,240041.341242184
2346,216214.589147276
2347,202883.054079512
2348,245436.982759319
2349,179287.984408819
2350,297329.048178692
2351,261949.922950011
2352,253631.98146482
2353,259357.610977325
2354,135955.135588679
2355,147454.686120836
2356,149943.664325518
2357,195096.89996717
2358,194833.587463126
2359,129655.018084442
2360,119022.101749577
2361,147069.112214163
2362,280157.86329977
2363,130629.58741193
2364,155192.516738896
2365,226034.699918316
2366,204237.982138332
2367,225373.95991871
2368,222987.773863127
2369,224462.187401563
2370,165837.094298785
2371,162899.04790086
2372,192281.723500619
2373,286786.28970366
2374,328643.087933454
2375,242405.415671918
2376,305214.743343985
2377,358923.943989892
2378,144128.885429095
2379,205987.167862583
2380,147272.844403122
2381,170250.592859881
2382,200912.51593485
2383,202996.390215458
2384,244365.508274328
2385,161262.914665332
2386,133787.373606214
2387,137435.239333112
2388,97129.5430718592
2389,122232.29623863
2390,141342.879609039
2391,144317.665804961
2392,117918.78469552
2393,167773.287502135
2394,142483.596768634
2395,208074.753372326
2396,141145.181667537
2397,218404.194223804
2398,129393.639442884
2399,60757.7671579976
2400,66885.5641769686
2401,119677.152996133
2402,138075.146536877
2403,144809.707010535
2404,149892.63861809
2405,158531.036941648
2406,143511.753934697
2407,126012.737299148
2408,142478.592675725
2409,122531.600138476
2410,162145.315572294
2411,115834.10176347
2412,149284.814786335
2413,129688.710477065
2414,144272.588725789
2415,136738.141656232
2416,123092.834150669
2417,127790.580426518
2418,128385.83716484
2419,124832.743128228
2420,124152.042216695
2421,142611.917958851
2422,109686.60965242
2423,113489.300832074
2424,149173.905337965
2425,201524.278032061
2426,132666.673313787
2427,134551.166471434
2428,181151.441982598
2429,116318.698480736
2430,133622.770944118
2431,105391.734573595
2432,146878.898752193
2433,147747.96294997
2434,136805.564656653
2435,150031.034426922
2436,108229.435973364
2437,107049.616740425
2438,124180.971229444
2439,107782.61632563
2440,122652.729981283
2441,90296.9254082502
2442,99268.6324517946
2443,120938.253695202
2444,130400.372191902
2445,85809.2636297779
2446,133640.213807345
2447,185018.529161483
2448,128582.128285777
2449,113929.784532468
2450,151837.631848888
2451,123641.80005545
2452,200851.070721568
2453,91625.3076312946
2454,115590.927665543
2455,113930.576801804
2456,124806.294022432
2457,126892.94160316
2458,128472.023754804
2459,109473.858239945
2460,140634.700062181
2461,124221.893928779
2462,132790.052631557
2463,124756.197599138
2464,180436.619181949
2465,139980.053590638
2466,109552.542298385
2467,133637.167166994
2468,78323.3846153223
2469,79388.8066604501
2470,185576.301125277
2471,203122.388279059
2472,164464.976097228
2473,113951.440712798
2474,80343.8962686351
2475,222223.765518918
2476,116747.470544417
2477,130301.91731237
2478,156213.696993125
2479,101140.540620653
2480,150107.479639318
2481,122107.691022082
2482,131359.092056502
2483,113827.326718011
2484,122897.155084369
2485,124870.293669586
2486,148320.813454253
2487,172434.191702057
2488,161557.375539795
2489,153281.704476614
2490,139981.174807256
2491,91404.8771761195
2492,185536.369164285
2493,139453.94209988
2494,138301.11961003
2495,83400.6020930193
2496,245841.033323076
2497,150502.282358236
2498,109323.919020918
2499,88368.7597601634
2500,122198.063378787
2501,131166.654137431
2502,140050.339367383
2503,94809.5173483695
2504,172593.13781472
2505,223272.510491455
2506,257705.364993644
2507,292139.183568285
2508,256328.231514049
2509,209457.005098712
2510,216142.859406143
2511,175745.954849082
2512,209263.951067399
2513,219511.169918113
2514,260079.616954241
2515,151607.810779672
2516,169384.872606556
2517,146389.609896738
2518,149624.374673946
2519,230271.957777302
2520,213598.85242657
2521,189005.441778163
2522,222503.060313234
2523,118573.097924002
2524,136222.623448252
2525,147152.986127382
2526,138052.552013471
2527,116731.172385467
2528,125556.334524712
2529,134409.928579965
2530,120701.155476414
2531,246179.02877942
2532,227643.187821187
2533,194865.4915899
2534,221076.435072826
2535,314273.97647881
2536,231160.665730211
2537,233504.30721844
2538,188738.956423648
2539,185747.080329029
2540,177183.106080636
2541,182581.449801047
2542,165599.080213913
2543,124602.427551081
2544,115722.413755884
2545,133379.438639589
2546,127976.207412104
2547,141950.832332052
2548,149101.209790157
2549,158431.428673011
2550,1255552.87636562
2551,140636.006799137
2552,120588.910316852
2553,77768.4074911022
2554,96626.5476100194
2555,121390.1648059
2556,97446.5876028785
2557,104569.670759005
2558,156468.993199972
2559,140221.360870785
2560,149061.483641251
2561,153489.470119127
2562,138487.896569549
2563,152697.804151594
2564,204088.406414904
2565,140989.051112213
2566,161800.571725092
2567,140284.321174387
2568,190293.921690415
2569,218422.200735601
2570,115765.668235038
2571,186770.637880192
2572,153514.36030076
2573,223196.084358275
2574,289562.128778903
2575,130186.229921093
2576,120426.698872145
2577,140221.5640075
2578,86872.1424452868
2579,60297.091300604
2580,107822.956711176
2581,121826.428278756
2582,118359.405453456
2583,292579.166097366
2584,171611.128471147
2585,184180.581828917
2586,218803.322924396
2587,202353.968153993
2588,140446.32923648
2589,150530.203040023
2590,215544.32469796
2591,225991.012260438
2592,214085.568188995
2593,246709.271483871
2594,176872.525257491
2595,197370.838300398
2596,306365.992380052
2597,187048.822703482
2598,294418.736143084
2599,331902.799649092
2600,146777.609840798
2601,137277.88681237
2602,84128.1864864212
2603,101833.723619862
2604,92494.2981081927
2605,79043.4413090174
2606,150135.829499107
2607,211577.43787639
2608,191566.288276875
2609,169909.290844344
2610,114889.012117732
2611,125672.189326995
2612,153733.42595692
2613,132825.722133999
2614,123654.367508977
2615,152834.309424416
2616,146146.373127463
2617,175153.46412182
2618,194888.742105732
2619,197081.14323496
2620,186250.396509541
2621,177217.551519009
2622,181018.983152235
2623,246460.766293633
2624,290076.145531076
2625,298961.704853446
2626,173248.739212517
2627,169872.504240238
2628,508760.75461715
2629,515519.293215941
2630,372353.364169347
2631,491284.478674558
2632,436565.045040997
2633,319938.427026036
2634,418926.919259576
2635,159500.994183126
2636,177347.298420897
2637,176863.248102695
2638,271784.459773446
2639,185234.697060656
2640,151422.639501018
2641,104793.644260906
2642,190160.220899131
2643,105767.421686618
2644,121321.018303925
2645,105721.552868879
2646,97023.045214558
2647,103653.98018359
2648,147138.78641976
2649,141114.157004262
2650,136955.088119378
2651,142021.412393065
2652,420256.358467205
2653,246421.878514446
2654,255231.620052595
2655,405058.894998109
2656,319332.560485654
2657,359636.188224562
2658,301427.917086705
2659,314846.78240399
2660,365854.279245394
2661,375542.894121944
2662,362698.150274974
2663,287530.071218775
2664,275225.065516767
2665,333767.029884495
2666,293553.943557357
2667,169103.727676669
2668,180333.659756195
2669,178798.540255855
2670,277762.509225766
2671,189808.276965493
2672,198815.671349989
2673,209335.065166071
2674,203092.941736238
2675,171919.471699192
2676,193204.239840046
2677,195759.546342147
2678,249441.931992366
2679,270704.973753467
2680,274896.995652555
2681,416360.062886788
2682,321976.005603735
2683,538776.393811809
2684,315678.699133959
2685,328570.501677843
2686,262523.936480296
2687,321026.207021723
2688,215792.867462422
2689,211286.005379639
2690,485712.576516881
2691,190346.371302355
2692,134564.568347809
2693,199291.499809958
2694,131042.573059237
2695,194058.971430521
2696,189599.974625759
2697,188246.024394269
2698,188992.511823443
2699,175288.109229418
2700,157063.212011032
2701,148410.867197103
2702,112272.139691136
2703,118733.137925974
2704,139057.138924597
2705,116233.492466856
2706,111606.890298324
2707,120414.84067898
2708,133179.793625829
2709,106192.114207735
2710,124118.555271203
2711,298589.431662004
2712,395394.042496433
2713,174372.179213841
2714,150182.03054256
2715,171525.810692217
2716,144846.047601975
2717,195595.774918093
2718,226578.133316194
2719,156833.789906947
2720,171383.644410985
2721,132278.565969914
2722,162139.160529724
2723,142567.255758706
2724,128167.6033717
2725,129993.199068048
2726,149118.096896273
2727,184401.00830459
2728,170115.513416962
2729,138848.133170074
2730,145030.068469044
2731,126561.295654534
2732,128252.969561252
2733,155448.237439689
2734,145276.420606971
2735,135762.185071367
2736,140687.164160873
2737,119829.719519227
2738,139303.753445851
2739,158803.340525669
2740,138391.02424053
2741,137892.952148027
2742,146390.365501368
2743,152425.881927443
2744,159466.734727372
2745,141471.49019457
2746,139177.67549064
2747,146012.204961024
2748,121423.702513613
2749,124377.723288354
2750,127786.623809634
2751,132605.366228153
2752,178672.990165119
2753,143747.247891047
2754,233942.081142786
2755,135553.597982344
2756,97524.3917173916
2757,67229.9491862582
2758,89084.0799636519
2759,156976.150869219
2760,116275.706244931
2761,145997.750942333
2762,143442.479980255
2763,180890.440774216
2764,146696.606581852
2765,291727.52525983
2766,120176.053289417
2767,88775.4006823174
2768,132368.163848624
2769,132207.765465595
2770,140705.292931512
2771,113124.038402118
2772,112340.504773578
2773,154372.375771948
2774,142579.632076108
2775,110760.099742359
2776,137440.975360979
2777,147504.196162395
2778,107656.982194451
2779,116185.885780209
2780,99541.6482095047
2781,97357.1688184862
2782,98010.2986283916
2783,102701.120142245
2784,125344.426377208
2785,131035.905114776
2786,68030.4938203995
2787,118406.174270242
2788,75484.3538838441
2789,169342.954509946
2790,92711.989594301
2791,114734.630368322
2792,64629.7542697974
2793,149375.990179999
2794,99583.2925331577
2795,118418.611024971
2796,102195.599689808
2797,209078.970090126
2798,104947.475466738
2799,115088.11084499
2800,65685.1290343437
2801,102922.333347572
2802,133211.206596671
2803,165359.763089295
2804,134148.132811848
2805,99253.4569429787
2806,84205.7393646154
2807,165884.37800245
2808,148431.624792024
2809,138536.066835732
2810,130189.194814284
2811,152058.907445012
2812,160342.920281403
2813,162949.547428612
2814,155202.771201573
2815,96137.7863338516
2816,231247.9836106
2817,148086.817072201
2818,136784.276258409
2819,174497.172777541
2820,133402.758932868
2821,105102.552886112
2822,187825.32928637
2823,351291.756646188
2824,172908.614092901
2825,145427.691319839
2826,135837.059278269
2827,132339.3995059
2828,217717.046582171
2829,200206.714392687
2830,233326.052372067
2831,177344.79234909
2832,257035.900744074
2833,288098.147289989
2834,215721.52991264
2835,217077.256533584
2836,196969.948257348
2837,162564.563883584
2838,149550.602737536
2839,178681.357767375
2840,205163.140184575
2841,199705.683725026
2842,228380.381134757
2843,149937.574188322
2844,162682.057269665
2845,122761.067051934
2846,206613.94926575
2847,201936.434889379
2848,211840.888581101
